"cod","numpedido","dataemissao","mes","ano","nomecliente","produto","qtde","prcunit","total","custounit","margem","estoque","compra"
"247",NULL,"10/01/2019","1","2019","CLI3430","4461","11","20.63","226.93","14.5815","6.0485","567","COMPRA"
"248",NULL,"10/01/2019","1","2019","CLI3455","4461","33","20.63","680.79","14.5815","6.0485","8","COMPRA"
"249",NULL,"10/01/2019","1","2019","CLI3463","4461","44","20.63","907.72","14.5815","6.0485","66","COMPRA"
"250",NULL,"10/01/2019","1","2019","CLI3448","4461","44","20.63","907.72","13.55","7.08","198","COMPRA"
"251",NULL,"10/01/2019","1","2019","CLI3493","4461","11","20.63","226.93","13.55","7.08","487","COMPRA"
"252",NULL,"10/01/2019","1","2019","CLI3436","4461","66","20.63","1361.58","14.5815","6.0485","155","COMPRA"
"253",NULL,"10/01/2019","1","2019","CLI3448","4461","11","20.63","226.93","13.55","7.08","559","COMPRA"
"254",NULL,"10/01/2019","1","2019","CLI3472","4461","33","20.63","680.79","13.55","7.08","437","COMPRA"
"255",NULL,"10/01/2019","1","2019","CLI3460","4461","22","20.63","453.86","14.5815","6.0485","60","COMPRA"
"256",NULL,"10/01/2019","1","2019","CLI3433","4461","33","20.63","680.79","14.5815","6.0485","187","COMPRA"
"257",NULL,"10/01/2019","1","2019","CLI3451","4461","22","20.63","453.86","14.5815","6.0485","440","COMPRA"
"258","1303","11/01/2019","1","2019","CLI3312","4461","110","16.7","1837","13.55","3.15","242","NAOCOMPRA"
"259","1301","11/01/2019","1","2019","CLI3311","4461","297","16.7","4959.9","14.385","2.315","68","NAOCOMPRA"
"260","1514","15/01/2019","1","2019","CLI1161","4461","1408","15.44","21733.1","13.55","1.89","477","NAOCOMPRA"
"261",NULL,"18/01/2019","1","2019","CLI3417","4461","77","21.36","1644.72","14.618","6.742","328","COMPRA"
"262",NULL,"22/01/2019","1","2019","CLI3449","4461","11","20.63","226.93","14.5815","6.0485","156","COMPRA"
"263",NULL,"22/01/2019","1","2019","CLI3472","4461","11","20.63","226.93","13.55","7.08","16","COMPRA"
"264",NULL,"22/01/2019","1","2019","CLI3587","4461","33","20.63","680.79","14.5815","6.0485","523","COMPRA"
"265",NULL,"22/01/2019","1","2019","CLI3454","4461","33","20.63","680.79","14.5815","6.0485","245","COMPRA"
"266",NULL,"22/01/2019","1","2019","CLI3473","4461","33","20.63","680.79","13.55","7.08","433","NAOCOMPRA"
"267",NULL,"22/01/2019","1","2019","CLI3490","4461","165","20.63","3403.95","14.5815","6.0485","370","COMPRA"
"268",NULL,"22/01/2019","1","2019","CLI3462","4461","33","20.63","680.79","14.5815","6.0485","206","COMPRA"
"269",NULL,"22/01/2019","1","2019","CLI3470","4461","22","20.63","453.86","13.55","7.08","281","COMPRA"
"270","1558","22/01/2019","1","2019","CLI3462","4461","550","20.63","11346.5","14.5815","6.0485","451","COMPRA"
"271","1568","22/01/2019","1","2019","CLI2085","4461","22","6.86","150.92","13.893","-7.033","345","NAOCOMPRA"
"272","11929","22/01/2019","1","2019","CLI2834","4461","22","20.08","441.76","13.55","6.53","53","COMPRA"
"273","1573","23/01/2019","1","2019","CLI1889","4461","66","7.25","478.5","13.9125","-6.6625","113","NAOCOMPRA"
"274","8055","23/01/2019","1","2019","CLI3226","4461","66","23.13","1526.58","13.55","9.58","547","NAOCOMPRA"
"275","1480","24/01/2019","1","2019","CLI3442","4461","22","20.63","453.86","13.55","7.08","505","COMPRA"
"276","1481","24/01/2019","1","2019","CLI3466","4461","11","20.63","226.93","13.55","7.08","311","COMPRA"
"277","1492","24/01/2019","1","2019","CLI3460","4461","11","20.63","226.93","14.5815","6.0485","19","COMPRA"
"278","1496","24/01/2019","1","2019","CLI3433","4461","44","20.63","907.72","14.5815","6.0485","28","COMPRA"
"279","1509","25/01/2019","1","2019","CLI3438","4461","11","20.63","226.93","14.5815","6.0485","403","COMPRA"
"280","1531","25/01/2019","1","2019","CLI3464","4461","11","20.63","226.93","14.5815","6.0485","3","COMPRA"
"281","1537","25/01/2019","1","2019","CLI3460","4461","11","20.63","226.93","14.5815","6.0485","330","COMPRA"
"282","1542","25/01/2019","1","2019","CLI3455","4461","11","20.63","226.93","14.5815","6.0485","239","COMPRA"
"283","1543","25/01/2019","1","2019","CLI3468","4461","11","20.63","226.93","13.55","7.08","581","COMPRA"
"284","1544","25/01/2019","1","2019","CLI3438","4461","11","20.63","226.93","14.5815","6.0485","440","COMPRA"
"285","1546","25/01/2019","1","2019","CLI3490","4461","44","20.63","907.72","14.5815","6.0485","304","COMPRA"
"286","1547","25/01/2019","1","2019","CLI3433","4461","11","20.63","226.93","14.5815","6.0485","5","COMPRA"
"287","1550","25/01/2019","1","2019","CLI3451","4461","11","20.63","226.93","14.5815","6.0485","364","COMPRA"
"288","1551","25/01/2019","1","2019","CLI3443","4461","44","20.63","907.72","14.5815","6.0485","421","COMPRA"
"289","1552","25/01/2019","1","2019","CLI3519","4461","110","20.63","2269.3","14.5815","6.0485","561","COMPRA"
"290","1578","25/01/2019","1","2019","CLI3526","4461","99","20.63","2042.37","14.5815","6.0485","523","COMPRA"
"291","1598","25/01/2019","1","2019","CLI3312","4461","110","16.7","1837","14.385","2.315","39","NAOCOMPRA"
"292","1591","28/01/2019","1","2019","CLI3311","4461","198","16.7","3306.6","13.55","3.15","101","NAOCOMPRA"
"293","1639","29/01/2019","1","2019","CLI1889","4461","11","7.25","79.75","13.9125","-6.6625","9","NAOCOMPRA"
"294","1639","29/01/2019","1","2019","CLI1889","4461","55","7.25","398.75","13.9125","-6.6625","165","NAOCOMPRA"
"295","8000","30/01/2019","1","2019","CLI2259","4461","33","22.73","750.09","13.55","9.18","165","COMPRA"
"296","8003","30/01/2019","1","2019","CLI2259","4461","22","22.73","500.06","13.55","9.18","19","COMPRA"
"297","8061","30/01/2019","1","2019","CLI2259","4461","11","22.73","250.03","13.55","9.18","523","COMPRA"
"298","1482","31/01/2019","1","2019","CLI3194","4461","22","20.63","453.86","13.55","7.08","419","COMPRA"
"299","1589","31/01/2019","1","2019","CLI3194","4461","22","20.63","453.86","13.55","7.08","107","COMPRA"
"300","1623","04/02/2019","2","2019","CLI2998","4461","220","20.63","4538.6","14.1689","6.4611","585","COMPRA"
"301","1698","04/02/2019","2","2019","CLI1889","4461","11","7.25","79.75","13.9125","-6.6625","64","NAOCOMPRA"
"302","1698","04/02/2019","2","2019","CLI1889","4461","11","7.25","79.75","13.9125","-6.6625","137","NAOCOMPRA"
"303","8020","05/02/2019","2","2019","CLI2259","4461","11","22.73","250.03","13.55","9.18","86","COMPRA"
"304","8100","05/02/2019","2","2019","CLI2259","4461","11","22.73","250.03","13.55","9.18","475","COMPRA"
"305","1599","06/02/2019","2","2019","CLI3463","4461","44","20.63","907.72","14.1689","6.4611","53","COMPRA"
"306","1605","06/02/2019","2","2019","CLI3451","4461","22","20.63","453.86","14.1689","6.4611","438","COMPRA"
"307","1606","06/02/2019","2","2019","CLI3448","4461","11","20.63","226.93","14.1689","6.4611","202","COMPRA"
"308","1663","06/02/2019","2","2019","CLI3493","4461","33","20.63","680.79","13.55","7.08","302","COMPRA"
"309","1667","06/02/2019","2","2019","CLI3470","4461","33","20.63","680.79","13.55","7.08","326","COMPRA"
"310","1671","06/02/2019","2","2019","CLI3448","4461","33","20.63","680.79","13.55","7.08","425","COMPRA"
"311","1683","06/02/2019","2","2019","CLI3438","4461","33","20.63","680.79","14.1689","6.4611","582","COMPRA"
"312",NULL,"11/02/2019","2","2019","CLI3464","4461","11","20.63","226.93","14.1689","6.4611","261","COMPRA"
"313",NULL,"11/02/2019","2","2019","CLI3429","4461","33","20.63","680.79","14.1689","6.4611","88","COMPRA"
"314",NULL,"11/02/2019","2","2019","CLI3468","4461","33","20.63","680.79","13.55","7.08","447","COMPRA"
"315",NULL,"11/02/2019","2","2019","CLI3490","4461","44","20.63","907.72","14.1689","6.4611","157","COMPRA"
"316",NULL,"11/02/2019","2","2019","CLI3440","4461","33","20.63","680.79","13.55","7.08","127","COMPRA"
"317",NULL,"11/02/2019","2","2019","CLI3465","4461","198","21.25","4207.5","14.1875","7.0625","238","COMPRA"
"318",NULL,"11/02/2019","2","2019","CLI3442","4461","33","21.25","701.25","13.55","7.7","473","COMPRA"
"319",NULL,"11/02/2019","2","2019","CLI3466","4461","33","21.25","701.25","13.55","7.7","178","COMPRA"
"320",NULL,"11/02/2019","2","2019","CLI3468","4461","396","21.25","8415","13.55","7.7","415","COMPRA"
"321",NULL,"13/02/2019","2","2019","CLI3432","4461","22","20.63","453.86","14.1689","6.4611","212","COMPRA"
"322",NULL,"13/02/2019","2","2019","CLI3430","4461","110","20.63","2269.3","14.1689","6.4611","120","COMPRA"
"323",NULL,"13/02/2019","2","2019","CLI3463","4461","66","20.63","1361.58","14.1689","6.4611","576","COMPRA"
"324",NULL,"13/02/2019","2","2019","CLI3436","4461","132","20.63","2723.16","14.1689","6.4611","183","COMPRA"
"325",NULL,"13/02/2019","2","2019","CLI3429","4461","33","20.63","680.79","14.1689","6.4611","517","COMPRA"
"326",NULL,"13/02/2019","2","2019","CLI3461","4461","330","20.63","6807.9","14.1689","6.4611","555","COMPRA"
"327",NULL,"13/02/2019","2","2019","CLI3468","4461","33","20.63","680.79","13.55","7.08","249","COMPRA"
"328","1737","13/02/2019","2","2019","CLI3472","4461","33","21.25","701.25","13.55","7.7","240","COMPRA"
"329","1743","13/02/2019","2","2019","CLI3468","4461","33","21.25","701.25","13.55","7.7","502","COMPRA"
"330","1747","19/02/2019","2","2019","CLI3455","4461","33","21.25","701.25","14.1875","7.0625","443","COMPRA"
"331","1757","19/02/2019","2","2019","CLI3488","4461","33","21.25","701.25","14.1875","7.0625","434","COMPRA"
"332","1801","19/02/2019","2","2019","CLI3496","4461","33","21.25","701.25","13.55","7.7","550","COMPRA"
"333","12135","21/02/2019","2","2019","CLI334","4461","1","14.95","7.48","13.55","1.4","600","NAOCOMPRA"
"334","1732","21/02/2019","2","2019","CLI3436","4461","132","21.25","2805","14.1875","7.0625","464","COMPRA"
"335","1770","21/02/2019","2","2019","CLI3433","4461","396","21.25","8415","14.1875","7.0625","372","COMPRA"
"336","1822","21/02/2019","2","2019","CLI3443","4461","33","21.25","701.25","14.1875","7.0625","380","COMPRA"
"337","1823","21/02/2019","2","2019","CLI3438","4461","33","21.25","701.25","14.1875","7.0625","257","COMPRA"
"338","1827","21/02/2019","2","2019","CLI3488","4461","33","21.25","701.25","14.1875","7.0625","196","COMPRA"
"339",NULL,"22/02/2019","2","2019","CLI3198","4461","1","14.95","7.48","13.55","1.4","155","COMPRA"
"340",NULL,"27/02/2019","2","2019","CLI3463","4461","231","21.25","4908.75","14.1875","7.0625","130","COMPRA"
"341",NULL,"27/02/2019","2","2019","CLI3472","4461","33","21.25","701.25","13.55","7.7","46","COMPRA"
"342",NULL,"27/02/2019","2","2019","CLI3448","4461","33","21.25","701.25","13.55","7.7","433","COMPRA"
"343",NULL,"28/02/2019","2","2019","CLI3562","4461","27","7.25","197.42","13.55","-6.3","250","NAOCOMPRA"
"344",NULL,"01/03/2019","3","2019","CLI3060","4461","99","19.65","1945.35","14.5325","5.1175","379","NAOCOMPRA"
"345",NULL,"07/03/2019","3","2019","CLI3473","4461","33","21.25","701.25","13.55","7.7","489","NAOCOMPRA"
"346","1933","13/03/2019","3","2019","CLI3429","4461","33","21.25","701.25","14.1875","7.0625","540","COMPRA"
"347","1936","13/03/2019","3","2019","CLI3587","4461","33","21.25","701.25","14.1875","7.0625","305","COMPRA"
"348","1945","13/03/2019","3","2019","CLI3451","4461","33","21.25","701.25","14.1875","7.0625","62","COMPRA"
"349","1968","13/03/2019","3","2019","CLI3442","4461","33","21.25","701.25","13.55","7.7","106","COMPRA"
"350","12168","15/03/2019","3","2019","CLI31","4461","1","14.95","7.48","13.55","1.4","573","COMPRA"
"351","12164","18/03/2019","3","2019","CLI367","4461","1","14.95","7.48","13.55","1.4","364","COMPRA"
"352","1970","21/03/2019","3","2019","CLI3493","4461","33","21.25","701.25","13.55","7.7","27","COMPRA"
"353","1975","21/03/2019","3","2019","CLI3496","4461","33","21.25","701.25","13.55","7.7","137","COMPRA"
"354","1939","21/03/2019","3","2019","CLI3470","4461","33","21.25","701.25","13.55","7.7","179","COMPRA"
"355","12178","22/03/2019","3","2019","CLI3495","4461","1","14.95","7.48","13.55","1.4","75","COMPRA"
"356","12169","22/03/2019","3","2019","CLI3651","4461","1","14.95","7.48","13.55","1.4","126","COMPRA"
"357","8296","05/04/2019","4","2019","CLI3562","4461","55","7.25","398.75","13.9125","-6.6625","86","NAOCOMPRA"
"358","2179","05/04/2019","4","2019","CLI3424","4461","55","22.36","1229.8","14.668","7.692","309","COMPRA"
"359","8225","08/04/2019","4","2019","CLI2259","4461","10","22.73","227.3","13.55","9.18","291","COMPRA"
"360","8316","11/04/2019","4","2019","CLI3562","4461","132","7.25","957","13.9125","-6.6625","300","NAOCOMPRA"
"361","2147","11/04/2019","4","2019","CLI2998","4461","132","21.25","2805","14.1875","7.0625","296","COMPRA"
"362","12268","11/04/2019","4","2019","CLI3562","4461","1","7.25","3.63","13.913","-6.663","2","NAOCOMPRA"
"363","2214","11/04/2019","4","2019","CLI3060","4461","1","14.95","7.48","13.55","1.4","4","COMPRA"
"364","12261","22/04/2019","4","2019","CLI3663","4461","1","14.95","7.48","13.55","1.4","108","COMPRA"
"365","12281","23/04/2019","4","2019","CLI3378","4461","1","14.05","7.03","13.55","0.5","585","COMPRA"
"366","2305","24/04/2019","4","2019","CLI3311","4461","4","16.7","66.8","14.385","2.315","75","COMPRA"
"367","2305","24/04/2019","4","2019","CLI3311","4461","11","16.7","183.7","14.385","2.315","269","COMPRA"
"368","12262","25/04/2019","4","2019","CLI3662","4461","1","14.95","7.48","13.55","1.4","93","COMPRA"
"369","12170","25/04/2019","4","2019","CLI3652","4461","1","14.95","7.48","13.55","1.4","132","COMPRA"
"370","2353","30/04/2019","4","2019","CLI3562","4461","82","7.25","592.33","13.55","-6.3","541","NAOCOMPRA"
"371","12319","16/05/2019","5","2019","CLI2091","4461","1","14.95","7.48","13.55","1.4","499","COMPRA"
"372","12344","17/05/2019","5","2019","CLI3664","4461","1","14.95","14.95","13.55","1.4","496","NAOCOMPRA"
"373","2697","04/07/2019","7","2019","CLI3462","4461","132","21.25","2805","10.5648","10.6852","580","COMPRA"
"374","2703","04/07/2019","7","2019","CLI3497","4461","33","21.25","701.25","10.5648","10.6852","375","COMPRA"
"375","2712","04/07/2019","7","2019","CLI3434","4461","66","21.25","1402.5","10.5648","10.6852","178","COMPRA"
"376","2713","04/07/2019","7","2019","CLI3472","4461","33","21.25","701.25","10.5648","10.6852","566","COMPRA"
"377","2716","04/07/2019","7","2019","CLI3429","4461","66","21.25","1402.5","10.5648","10.6852","382","COMPRA"
"378","2726","04/07/2019","7","2019","CLI3455","4461","33","21.25","701.25","10.5648","10.6852","148","COMPRA"
"379","2729","04/07/2019","7","2019","CLI3454","4461","33","21.25","701.25","10.5648","10.6852","71","COMPRA"
"380","2762","04/07/2019","7","2019","CLI3473","4461","33","21.25","701.25","9.92734","11.3227","229","COMPRA"
"381","2768","04/07/2019","7","2019","CLI3438","4461","33","21.25","701.25","10.5648","10.6852","299","COMPRA"
"382","2774","04/07/2019","7","2019","CLI3443","4461","66","21.25","1402.5","10.5648","10.6852","467","COMPRA"
"383","2780","04/07/2019","7","2019","CLI3466","4461","33","21.25","701.25","9.92734","11.3227","274","COMPRA"
"384","2781","04/07/2019","7","2019","CLI3464","4461","33","21.25","701.25","10.5648","10.6852","511","COMPRA"
"385","2783","04/07/2019","7","2019","CLI3460","4461","33","21.25","701.25","10.5648","10.6852","219","COMPRA"
"386","2786","04/07/2019","7","2019","CLI3441","4461","66","21.25","1402.5","9.92734","11.3227","282","COMPRA"
"387","2811","04/07/2019","7","2019","CLI3493","4461","66","21.25","1402.5","9.92734","11.3227","397","COMPRA"
"388","2304","05/07/2019","7","2019","CLI3314","4461","110","16.7","1837","10.7623","5.93766","486","NAOCOMPRA"
"389","2305","05/07/2019","7","2019","CLI3311","4461","84","16.7","1402.8","10.7623","5.93766","583","NAOCOMPRA"
"390","2802","05/07/2019","7","2019","CLI3311","4461","77","16.7","1285.9","10.7623","5.93766","465","NAOCOMPRA"
"391","2615","05/07/2019","7","2019","CLI3311","4461","231","16.7","3857.7","10.7623","5.93766","206","NAOCOMPRA"
"392","2169","08/07/2019","7","2019","CLI3652","4461","55","20.72","1139.6","10.9633","9.75666","112","COMPRA"
"393","2823","09/07/2019","7","2019","CLI2998","4461","132","21.25","2805","10.5648","10.6852","276","COMPRA"
"394","2814","12/07/2019","7","2019","CLI3496","4461","33","21.25","701.25","9.92734","11.3227","297","COMPRA"
"395","2817","12/07/2019","7","2019","CLI3493","4461","33","21.25","701.25","9.92734","11.3227","357","COMPRA"
"396","2831","12/07/2019","7","2019","CLI3440","4461","33","21.25","701.25","9.92734","11.3227","311","COMPRA"
"397","12581","27/07/2019","7","2019","CLI1889","4461","1","7.19","3.6","10.2873","-3.09734","428","NAOCOMPRA"
"398","8710","27/07/2019","7","2019","CLI3562","4461","1","7.19","3.6","10.2873","-3.09734","156","NAOCOMPRA"
"399","2988","27/07/2019","7","2019","CLI3682","4461","1","14.95","7.48","9.92734","5.02266","142","COMPRA"
"400","12532","29/07/2019","7","2019","CLI3388","4461","1","14.95","7.48","9.92734","5.02266","347","COMPRA"
"401","12542","29/07/2019","7","2019","CLI3694","4461","1","14.95","7.48","9.92734","5.02266","66","COMPRA"
"402",NULL,"29/07/2019","7","2019","CLI3632","4461","1","14.95","7.48","9.92734","5.02266","382","COMPRA"
"403","12545","29/07/2019","7","2019","CLI3379","4461","1","14.95","7.48","9.92734","5.02266","191","COMPRA"
"404","8593","14/08/2019","8","2019","CLI39","4461","66","24.35","1607.1","9.92734","14.4227","259","COMPRA"
"405","2958","14/08/2019","8","2019","CLI3656","4461","14","14.05","196.7","9.92734","4.12266","271","COMPRA"
"406","8791","14/08/2019","8","2019","CLI3716","4461","44","22.89","1007.16","9.92734","12.9627","199","COMPRA"
"407","3489","25/09/2019","9","2019","CLI3731","4461","55","22.94","1261.7","9.09673","13.8433","358","NAOCOMPRA"
"408","3493","25/09/2019","9","2019","CLI3731","4461","55","22.94","1261.7","9.09673","13.8433","30","COMPRA"
"409","3415","25/09/2019","9","2019","CLI3311","4461","22","16.7","367.4","8.78473","7.91527","376","NAOCOMPRA"
"410","3062","25/09/2019","9","2019","CLI3312","4461","110","16.7","1837","8.78473","7.91527","169","NAOCOMPRA"
"411","3061","25/09/2019","9","2019","CLI3314","4461","22","16.7","367.4","8.78473","7.91527","591","NAOCOMPRA"
"412","3060","25/09/2019","9","2019","CLI3426","4461","22","16.7","367.4","8.78473","7.91527","243","COMPRA"
"413","3066","25/09/2019","9","2019","CLI3311","4461","77","16.7","1285.9","8.78473","7.91527","400","NAOCOMPRA"
